Weight (kg),Height (cm),Age,Gender,Workout Days per Week,Choose Your Goal,output,flag,username,timestamp
110,180,34,Male,3,Build Muscle,"Your BMI: 33.95
Your Estimated Body Fat Percentage: 32.36%

Workout Plan:
No plan available for the selected combination. Try fewer days, a different goal, or consult a trainer.
Suggestions:
Consider adjusting your workout frequency, goal, or seeking a custom plan from a professional.
Stay consistent. Sleep well, track progress, and adjust intensity. Recovery & mobility work improves results.",,,2025-05-04 00:29:43.382545
